country;dateOfBirth;workclass;education;maritalStatus;sex;hours;savings;income;mortgage;mobile_car_sport
Germany;3/17/1973;Self Employed;High School;Divorced; Male;35,5;9991;932;true;iPhone, Seat, Non
Germany;12/15/1977;Self Employed;High School;Separated; Male;29;4278;1349;false;Samsung, Ford, Non
France;10/9/1982;Private;Bachelors;Married; Male;29;7840;949;false;Others, Others, Basketball
Spain;12/30/1982;Unknown;High School;Married; Female;30;7594;1058;false;iPhone, Others, Non
Spain;9/14/1973;Unknown;High School;Divorced; Female;40;3362;639;false;Samsung, Seat, Non
Germany;11/30/1982;Unknown;Bachelors;Married; Male;25,5;15721;1751;true;iPhone, Seat, Paddle
France;3/12/1972;Public;Bachelors;Married; Female;34;7766;1316;false;Others, Others, Football
Germany;6/7/1987;Public;Bachelors;Married; Male;4,5;4696;419;true;iPhone, BMW, Non
France;6/28/1979;Public;High School;Married; Male;26;3620;637;false;iPhone, Others, Football
France;3/25/1985;Private;Bachelors;Separated; Male;29;8132;863;false;iPhone, Honda, Non
Spain;6/25/1972;Public;Masters;Married; Male;33;8325;1768;true;iPhone, Others, Football
Germany;11/25/1985;Private;Bachelors;Never Married; Male;39;72915;3285;false;Iphone, Others, Basketball
France;2/4/1978;Unknown;Masters;Never Married; Male;8;9139;341;false;iPhone, Seat, Non
Germany;4/12/1980;Private;Bachelors;Married; Male;16,5;8341;847;true;Iphone, Others, Non
Spain;6/21/1971;Private;High School;Never Married; Male;24,5;5201;802;false;Iphone, Others, Non
Germany;12/25/1984;Public;High School;Married; Female;28;8838;511;true;Samsung, Others, Non
Germany;1/10/1978;Unknown;High School;Married; Male;33;5310;511;false;iPhone, Others, Football
France;10/16/1977;Private;Bachelors;Married; Female;31;18424;1180;false;iPhone, Others, Basketball
France;4/18/1975;Private;High School;Never Married; Male;20,5;7476;1422;false;iPhone, Seat, Football
Portugal;1/16/1974;Public;Bachelors;Married; Male;17;39267;3452;false;iPhone, Others, Non
France;12/21/1975;Unknown;Bachelors;Married; Male;21;9547;1169;false;Others, Ford, Non
Germany;8/23/1977;Unknown;Doctorate;Married; Female;12,5;4745;489;false;Samsung, Others, Basketball
Germany;6/29/1972;Self Employed;Bachelors;Never Married; Male;22;6916;1399;false;iPhone, Honda, Non
Germany;12/10/1985;Unknown;Bachelors;Separated; Female;23;9489;1133;false;Iphone, Ford, Non
Portugal;9/19/1978;Private;Bachelors;Never Married; Male;14,5;8824;448;true;Iphone, Honda, Basketball
Spain;4/1/1986;Self Employed;Bachelors;Divorced; Male;24;5262;901;true;Samsung, Others, Football
France;1/2/1988;Public;High School;Married; Male;24;21601;4869;true;iPhone, Volkswagen, Non
Germany;5/20/1988;Unknown;Doctorate;Married; Male;33,5;89856;5820;true;iPhone, Others, Basketball
Germany;10/26/1987;Public;Bachelors;Married; Female;6;9828;424;false;Samsung, Ford, Non
Spain;2/1/1978;Unknown;Bachelors;Never Married; Male;20;3244;1167;false;iPhone, Others, Non
Germany;8/27/1983;Private;Doctorate;Separated; Male;22,5;27501;5868;false;Iphone, Audi, Football
France;9/11/1990;Public;High School;Never Married; Male;21,5;3858;666;false;Samsung, Volkswagen, Football
Spain;8/3/1982;Private;High School;Married; Male;17,5;3963;1604;true;iPhone, Others, Non
Germany;4/30/1976;Private;Bachelors;Married; Male;25,5;4149;1485;false;iPhone, Others, Non
Spain;10/14/1974;Unknown;Masters;Never Married; Male;21;37000;4400;true;iPhone, Audi, Paddle
Italy;11/8/1974;Public;Bachelors;Married; Male;38;3150;1258;true;Others, Others, Non
France;11/17/1973;Private;Bachelors;Divorced; Female;10,5;7994;439;true;Iphone, Others, Non
Italy;1/2/1971;Self Employed;Doctorate;Married; Male;21;65415;3083;false;iPhone, Volkswagen, Non
France;8/31/1989;Private;Bachelors;Never Married; Male;34,5;92826;2811;true;iPhone, Honda, Football
Germany;8/14/1986;Private;High School;Separated; Female;29,5;5364;1567;true;Samsung, BMW, Paddle
Spain;6/17/1978;Unknown;Masters;Married; Female;5;3222;344;false;iPhone, Seat, Football
Italy;4/2/1988;Public;Masters;Married; Male;39;5486;631;false;Samsung, Others, Basketball
France;12/24/1987;Public;Bachelors;Married; Female;26;5176;1752;true;Samsung, Seat, Basketball
Spain;2/4/1981;Self Employed;Bachelors;Married; Male;35;5654;1542;true;iPhone, Ford, Non
Germany;3/28/1980;Self Employed;Bachelors;Married; Male;23,5;5918;844;false;iPhone, Volkswagen, Football
Portugal;9/23/1975;Private;Doctorate;Married; Male;32,5;8039;1977;false;iPhone, Others, Non
Portugal;2/8/1988;Self Employed;High School;Divorced; Female;5,5;7599;382;true;iPhone, Others, Football
France;6/8/1984;Private;Bachelors;Married; Female;36;7276;939;true;Iphone, BMW, Football
Spain;3/19/1982;Self Employed;Bachelors;Married; Male;34,5;7794;1039;false;iPhone, BMW, Non
Portugal;5/20/1977;Private;Bachelors;Separated; Male;37,5;7258;503;true;Others, Seat, Non
Germany;8/31/1980;Self Employed;Masters;Married; Female;17,5;7948;816;false;Samsung, Honda, Football
Italy;8/7/1986;Self Employed;Bachelors;Married; Male;9,5;8803;500;true;iPhone, Others, Non
Portugal;2/5/1978;Unknown;Masters;Married; Female;32,5;9004;1569;false;Iphone, Others, Non
Spain;3/1/1987;Unknown;High School;Married; Male;36,5;8948;1319;false;Iphone, Others, Non
Spain;8/5/1970;Public;Bachelors;Married; Male;32,5;7542;1707;true;iPhone, Volkswagen, Non
France;7/7/1984;Self Employed;Doctorate;Divorced; Male;24,5;6031;1327;true;Iphone, BMW, Basketball
France;7/3/1974;Self Employed;Bachelors;Divorced; Male;38;6447;1528;false;Samsung, Seat, Basketball
Spain;12/6/1989;Private;High School;Separated; Male;27,5;23395;5585;true;iPhone, Others, Non
France;8/22/1980;Self Employed;High School;Married; Male;24;35284;5304;false;Samsung, Volkswagen, Basketball
Germany;7/4/1971;Public;Bachelors;Married; Female;27;3487;525;true;iPhone, Others, Non
Spain;3/11/1990;Self Employed;High School;Married; Female;38;4046;683;false;Others, Others, Football
France;4/26/1978;Self Employed;Bachelors;Divorced; Female;24;31619;5251;false;iPhone, BMW, Tennis
France;2/16/1983;Unknown;High School;Married; Female;32,5;37128;5407;false;iPhone, Volkswagen, Non
Italy;5/5/1978;Unknown;Bachelors;Separated; Male;29,5;4370;607;false;Iphone, Honda, Non
Germany;6/26/1980;Unknown;Doctorate;Married; Male;8,5;9523;475;false;Samsung, BMW, Non
Germany;6/3/1990;Unknown;Bachelors;Never Married; Male;21;9964;1472;false;Samsung, Others, Tennis
Germany;5/5/1989;Self Employed;Bachelors;Married; Male;17;10387;430;true;Iphone, Ford, Basketball
Portugal;12/23/1989;Self Employed;High School;Married; Male;20,5;5692;1795;false;Samsung, Volkswagen, Tennis
Italy;11/21/1975;Private;Bachelors;Married; Male;21,5;7607;821;false;iPhone, Ford, Non
Spain;5/1/1975;Private;High School;Married; Male;30,5;7850;800;true;iPhone, Seat, Non
Portugal;5/8/1974;Unknown;Bachelors;Never Married; Female;34,5;43013;4141;false;iPhone, Others, Basketball
Spain;1/6/1976;Private;High School;Married; Male;33;3844;1335;false;Others, Others, Basketball
Italy;1/24/1976;Public;Masters;Divorced; Male;31,5;27721;5105;true;Samsung, Seat, Basketball
Germany;8/28/1989;Self Employed;High School;Never Married; Male;16,5;14781;1615;false;Iphone, Others, Non
Portugal;4/18/1970;Unknown;High School;Married; Male;9;7279;402;false;iPhone, Honda, Football
Portugal;9/29/1973;Unknown;Bachelors;Married; Male;20;4643;1987;true;Iphone, Others, Paddle
Germany;12/5/1989;Public;Masters;Married; Female;25,5;6826;1740;false;Others, Others, Non
Spain;10/23/1980;Unknown;Bachelors;Married; Male;39,5;5557;1631;false;iPhone, Others, Non
Spain;8/23/1971;Unknown;Masters;Married; Female;31;4877;1566;false;Others, Volkswagen, Basketball
Spain;10/18/1980;Self Employed;Bachelors;Married; Female;17;3635;541;false;Others, Audi, Basketball
Portugal;4/14/1980;Public;Doctorate;Married; Female;9;6754;393;false;Others, Others, Non
Germany;12/9/1975;Self Employed;High School;Divorced; Male;34;7247;799;true;Samsung, Others, Paddle
Germany;10/15/1978;Self Employed;Bachelors;Divorced; Male;18,5;8907;1978;false;Samsung, Others, Non
Portugal;9/19/1985;Unknown;Masters;Married; Male;20;82449;4806;false;Samsung, Ford, Non
Spain;6/10/1984;Unknown;High School;Married; Male;26,5;99199;4969;false;iPhone, Others, Football
France;4/2/1973;Unknown;Doctorate;Never Married; Male;36;8312;1230;false;iPhone, Honda, Non
Spain;10/16/1981;Self Employed;High School;Divorced; Male;20;5960;691;false;Samsung, Volkswagen, Non
Portugal;11/12/1981;Self Employed;High School;Married; Male;36;4076;1761;true;iPhone, Honda, Football
Spain;11/6/1990;Self Employed;Doctorate;Separated; Male;28;4938;1917;true;iPhone, Honda, Non
Spain;7/16/1970;Public;Masters;Married; Female;27,5;8063;1179;true;iPhone, Others, Tennis
Italy;3/16/1984;Public;Bachelors;Divorced; Male;32,5;95058;4953;false;iPhone, Audi, Paddle
Germany;5/22/1988;Private;High School;Married; Female;26,5;36623;2951;false;Others, Others, Non
Germany;12/5/1978;Private;Masters;Divorced; Male;38,5;6795;1654;true;Others, Others, Non
Spain;11/22/1977;Public;High School;Married; Female;25;84357;6106;false;iPhone, Others, Non
Spain;6/11/1986;Self Employed;Doctorate;Married; Male;32,5;32340;6091;false;iPhone, Others, Non
Spain;9/18/1971;Unknown;Bachelors;Married; Male;20,5;4385;992;true;iPhone, Others, Non
Portugal;4/1/1970;Public;Bachelors;Divorced; Male;21,5;25862;6670;true;Others, Audi, Football
Germany;4/17/1988;Self Employed;Bachelors;Separated; Female;30,5;9771;1371;false;Iphone, Others, Non
Germany;5/8/1981;Self Employed;Bachelors;Married; Male;19;8601;1598;false;iPhone, Others, Tennis
France;10/16/1977;Public;Bachelors;Divorced; Male;32;8612;1185;true;Samsung, BMW, Football
Portugal;8/25/1971;Public;Masters;Married; Female;31;8097;1759;true;Samsung, Others, Basketball
France;8/2/1983;Public;Bachelors;Divorced; Female;39;4529;1018;false;Iphone, Audi, Non
Portugal;5/18/1971;Private;Masters;Separated; Female;33;9746;1568;false;iPhone, Others, Football
France;3/19/1986;Unknown;Bachelors;Married; Male;14,5;9223;374;true;Iphone, Audi, Non
Italy;1/29/1987;Public;Doctorate;Divorced; Male;34;4793;1034;false;iPhone, Others, Non
Germany;4/8/1984;Private;High School;Married; Male;35,5;6818;1826;false;iPhone, Others, Non
Spain;9/29/1982;Public;Masters;Never Married; Male;24;43618;6913;false;iPhone, Ford, Tennis
Spain;10/1/1977;Public;Bachelors;Married; Male;30;5134;795;true;Samsung, Audi, Non
France;2/4/1991;Unknown;Bachelors;Married; Male;29;6838;1998;true;Samsung, Ford, Non
Germany;5/4/1970;Self Employed;Masters;Never Married; Female;38;86862;2424;false;iPhone, Others, Non
Germany;1/27/1986;Self Employed;Masters;Married; Male;31,5;6192;987;false;Iphone, Others, Non
Spain;4/11/1987;Private;High School;Married; Male;18,5;86687;6484;false;iPhone, Ford, Non
Spain;2/10/1983;Public;Bachelors;Married; Female;34;8404;1686;false;iPhone, Ford, Football
France;8/15/1981;Private;Bachelors;Separated; Male;7,5;6990;449;false;Others, Seat, Paddle
France;11/23/1986;Unknown;Masters;Married; Female;20;8746;1888;true;Samsung, Others, Football
Portugal;1/9/1972;Self Employed;Doctorate;Married; Male;35;7456;972;false;Samsung, Others, Tennis
Italy;7/24/1977;Public;Masters;Divorced; Male;24,5;4534;947;true;Samsung, Volkswagen, Football
France;12/11/1970;Self Employed;Bachelors;Married; Male;23;4685;1940;true;Samsung, Ford, Basketball
Germany;3/11/1984;Public;High School;Married; Male;23,5;3799;941;true;iPhone, Others, Basketball
France;4/23/1986;Self Employed;Bachelors;Married; Male;6,5;8683;360;false;iPhone, Audi, Basketball
Italy;2/16/1976;Private;Bachelors;Married; Male;11,5;7083;300;true;iPhone, Honda, Non
Spain;12/15/1981;Private;Bachelors;Never Married; Female;22;4787;1188;false;Samsung, BMW, Paddle
Spain;1/9/1989;Unknown;Bachelors;Married; Female;38,5;9351;1727;false;iPhone, Volkswagen, Football
Italy;10/27/1984;Self Employed;Bachelors;Married; Male;32;3840;1575;true;Iphone, Volkswagen, Paddle
Germany;1/7/1990;Unknown;Bachelors;Married; Male;29;30040;4577;true;Iphone, Audi, Non
Germany;9/1/1990;Public;High School;Separated; Female;23,5;15719;1499;false;iPhone, Ford, Football
Germany;8/24/1970;Private;Bachelors;Married; Male;32;8117;1203;false;iPhone, Honda, Basketball
Portugal;9/16/1990;Unknown;Bachelors;Married; Female;26,5;5991;625;false;Samsung, Others, Football
Spain;10/6/1988;Unknown;High School;Never Married; Male;23,5;5500;1846;false;Samsung, Others, Basketball
Spain;9/15/1979;Self Employed;Masters;Married; Female;38,5;9032;975;false;Others, Seat, Tennis
France;4/24/1986;Unknown;High School;Divorced; Male;40;30398;2770;false;Iphone, Seat, Basketball
Germany;12/9/1985;Unknown;Bachelors;Married; Male;38;7424;1232;false;iPhone, Others, Non
Spain;8/30/1971;Unknown;High School;Married; Female;18,5;9816;1207;false;iPhone, Others, Basketball
Germany;9/4/1987;Private;Bachelors;Never Married; Female;38;9244;1411;false;Iphone, Volkswagen, Non
Spain;2/12/1990;Self Employed;Masters;Married; Male;18,5;21419;3879;true;iPhone, Others, Non
Spain;10/8/1977;Public;Bachelors;Married; Female;33;7731;1542;false;iPhone, Others, Basketball
Spain;8/7/1986;Public;High School;Married; Female;16,5;4266;1374;false;Iphone, Volkswagen, Tennis
Germany;6/1/1972;Public;Bachelors;Married; Female;18;3984;1636;false;iPhone, Others, Non
Portugal;7/7/1983;Private;Bachelors;Married; Male;22;23570;5437;true;Samsung, Others, Non
Germany;2/5/1977;Private;Doctorate;Married; Male;18,5;4326;1893;true;Iphone, Ford, Tennis
Spain;7/30/1982;Public;High School;Married; Male;32,5;9004;693;false;Others, Ford, Football
Spain;5/1/1990;Unknown;Bachelors;Married; Male;25;3570;1816;false;Iphone, Honda, Basketball
Italy;12/23/1988;Self Employed;Bachelors;Married; Male;21;9057;1182;false;Samsung, Volkswagen, Football
Spain;7/22/1983;Public;Bachelors;Married; Female;36,5;34746;5145;false;Iphone, Others, Non
Germany;4/8/1970;Public;Masters;Married; Male;26,5;5869;1583;false;Samsung, Others, Football
Portugal;1/29/1980;Public;Bachelors;Separated; Female;23;22456;3359;true;iPhone, Audi, Non
Portugal;7/22/1984;Unknown;High School;Married; Male;25;8585;1623;false;iPhone, Seat, Non
Italy;5/21/1976;Self Employed;Masters;Divorced; Male;36;15159;1309;true;Samsung, Others, Non
Germany;10/16/1973;Self Employed;Bachelors;Married; Male;30;4027;935;false;Samsung, Audi, Non
France;11/12/1972;Self Employed;Masters;Married; Male;36;5667;973;true;Others, Audi, Non
France;1/30/1988;Public;Bachelors;Married; Male;36;7891;1310;true;iPhone, Others, Non
Portugal;1/11/1972;Unknown;High School;Married; Female;32,5;8660;697;false;Samsung, BMW, Tennis
Portugal;1/31/1974;Public;High School;Never Married; Male;34;4544;913;true;Samsung, Others, Tennis
Portugal;10/31/1970;Private;High School;Married; Male;38,5;38423;5748;true;Samsung, Honda, Football
Germany;5/8/1981;Unknown;High School;Married; Male;22,5;8954;1692;false;Samsung, Others, Basketball
France;12/26/1985;Unknown;Bachelors;Married; Female;26;6450;1062;false;Iphone, Others, Non
Portugal;4/8/1982;Self Employed;Bachelors;Divorced; Male;12;7564;324;true;Others, Others, Basketball
Portugal;9/18/1986;Public;Masters;Married; Male;17,5;9000;1529;true;iPhone, Others, Football
Spain;11/9/1982;Unknown;Bachelors;Married; Male;5;7185;369;false;Samsung, Seat, Basketball
Germany;2/9/1991;Public;High School;Married; Male;17,5;7687;959;false;Iphone, Others, Non
Portugal;7/21/1971;Public;Bachelors;Married; Male;25,5;8452;981;true;Samsung, Audi, Tennis
Spain;4/26/1975;Public;High School;Married; Female;16,5;4823;1448;false;Others, Ford, Non
Spain;2/28/1988;Private;High School;Divorced; Female;20,5;7639;1324;false;iPhone, Ford, Non
Portugal;3/4/1985;Private;Masters;Married; Female;36;31654;4895;true;iPhone, BMW, Non
Germany;9/26/1972;Private;Bachelors;Married; Male;37,5;9585;1640;true;iPhone, Audi, Basketball
Portugal;12/3/1980;Private;High School;Married; Female;28;9311;1458;true;iPhone, Ford, Non
Portugal;4/20/1974;Self Employed;Masters;Never Married; Male;39;36734;2571;false;Iphone, Others, Non
Germany;7/11/1976;Public;Bachelors;Married; Female;35;6548;780;false;Others, BMW, Non
Italy;4/30/1987;Self Employed;Doctorate;Married; Male;39;5937;844;true;iPhone, Honda, Non
Spain;4/23/1979;Private;Bachelors;Married; Male;35,5;8250;807;false;Others, Honda, Football
France;2/11/1974;Self Employed;Bachelors;Divorced; Male;24;7741;503;false;Others, Seat, Non
Germany;5/26/1987;Public;Bachelors;Divorced; Male;18,5;8470;1696;false;iPhone, Audi, Basketball
France;2/20/1984;Private;High School;Married; Male;6,5;4996;455;false;iPhone, Others, Non
Germany;8/5/1974;Public;Bachelors;Separated; Male;26,5;9185;1957;true;Samsung, Others, Tennis
Germany;7/6/1976;Self Employed;High School;Married; Female;6,5;7715;434;true;iPhone, Seat, Paddle
Germany;1/4/1980;Public;Doctorate;Married; Male;34,5;7756;704;false;iPhone, Others, Basketball
Germany;2/15/1977;Public;Bachelors;Married; Male;30;4168;528;false;Others, Ford, Paddle
Germany;3/5/1990;Public;Doctorate;Divorced; Male;18;3790;731;true;Others, Ford, Football
Spain;7/16/1978;Public;High School;Married; Male;20,5;8613;647;false;iPhone, Others, Football
Portugal;9/5/1979;Private;High School;Married; Male;37;72498;2031;false;iPhone, Others, Paddle
Portugal;7/1/1985;Unknown;Bachelors;Separated; Male;28,5;4878;1870;true;Iphone, Others, Non
France;9/4/1984;Self Employed;Bachelors;Divorced; Female;24;7293;592;false;Samsung, BMW, Basketball
France;8/14/1970;Unknown;Bachelors;Separated; Female;7;9196;432;true;Others, Others, Football
Italy;1/22/1981;Public;Bachelors;Married; Female;19,5;4875;647;true;iPhone, Others, Non
Spain;10/23/1980;Private;High School;Married; Female;20,5;6219;1476;false;Iphone, Honda, Non
Spain;1/6/1986;Unknown;High School;Never Married; Male;22;7291;1951;true;iPhone, Others, Non
Italy;4/24/1986;Self Employed;Bachelors;Married; Male;26,5;5526;1571;false;Iphone, Honda, Non
Germany;8/16/1977;Unknown;Bachelors;Married; Female;22,5;90789;5734;false;iPhone, Others, Non
Portugal;5/2/1974;Public;Doctorate;Married; Male;39;11466;1651;true;Iphone, Honda, Paddle
Germany;10/23/1972;Unknown;Masters;Divorced; Female;29,5;10948;966;false;iPhone, Ford, Non
Germany;6/4/1987;Self Employed;Bachelors;Married; Male;33,5;8154;1079;false;Iphone, Ford, Non
France;7/27/1987;Self Employed;Bachelors;Married; Female;28;3210;637;true;iPhone, Others, Non
